Robot,IP,Status,Version,OS Major,OS Minor,OS Description,Port,Domain
gvecsl7429ats,10.194.85.51,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7442ats,10.70.172.203,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7450ads,10.70.172.55,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7524its,10.195.32.83,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 5.14.0-284.11.1.el9_2.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Apr 12 10:45:03 EDT 2023 x86_64,48000,Givaudan
gvecsl7603ips,10.70.70.227,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7612its,10.70.172.194,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7619ips,10.70.70.152,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7621ips,10.70.172.193,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl7623its,10.70.172.26,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7630ips,10.70.70.165,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7639ips,10.70.172.77,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7640ips,10.70.172.255,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7641ips,10.70.173.1,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7642ips,10.70.70.150,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl7643ips,10.70.70.151,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl7644ips,10.70.172.33,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7645ips,10.70.172.32,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7647ips,10.195.32.84,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7648ips,10.195.32.85,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 5.14.0-284.11.1.el9_2.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Apr 12 10:45:03 EDT 2023 x86_64,48000,Givaudan
gvecsl7650ipm,10.70.172.201,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl7670ips,10.70.70.200,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.6.1.el7.x86_64 #1 SMP Wed Oct 21 13:44:38 EDT 2020 x86_64,48000,Givaudan
gvecsl7672ips,10.195.20.4,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-693.17.1.el7.x86_64 #1 SMP Sun Jan 14 10:36:03 EST 2018 x86_64,48000,Givaudan
gvecsl7673ips,10.195.20.5,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-693.17.1.el7.x86_64 #1 SMP Sun Jan 14 10:36:03 EST 2018 x86_64,48000,Givaudan
gvecsl7674ipy,10.65.206.65,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-693.17.1.el7.x86_64 #1 SMP Sun Jan 14 10:36:03 EST 2018 x86_64,48000,Givaudan
gvecsl7675ipy,10.65.222.65,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-693.17.1.el7.x86_64 #1 SMP Sun Jan 14 10:36:03 EST 2018 x86_64,48000,Givaudan
gvecsl7711ass,10.70.172.242,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7712ass,10.70.172.249,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7713ats,10.70.173.73,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7714ats,10.70.173.74,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7715aps,10.70.173.69,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7716aps,10.70.173.70,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7900aps,10.70.172.23,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl7902apz,10.65.215.67,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7910apm,10.65.231.10,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-425.19.2.el8_7.x86_64 #1 SMP Fri Mar 17 01:52:38 EDT 2023 x86_64,48000,Givaudan
gvecsl7920ats,10.70.173.120,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl7940ads,10.70.172.108,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8001dps,10.70.172.210,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8002dps,10.70.172.207,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8003dps,10.70.172.211,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl8004dps,10.70.172.212,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8005dps,10.70.172.216,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8006dps,10.70.172.213,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl8007dps,10.70.172.214,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8008dps,10.70.172.209,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl8009dps,10.70.172.208,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8010dps,10.70.172.215,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8011dps,10.70.173.77,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8012dps,10.70.173.91,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8013dps,10.70.173.92,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8014dps,10.70.173.65,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.88.1.el7.x86_64 #1 SMP Sat Feb 18 13:27:00 UTC 2023 x86_64,48000,Givaudan
gvecsl8015dps,10.195.34.15,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-425.19.2.el8_7.x86_64 #1 SMP Fri Mar 17 01:52:38 EDT 2023 x86_64,48000,Givaudan
gvecsl8016dps,10.195.34.4,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8017dps,10.195.34.5,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8018dps,10.195.34.6,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8020dps,10.195.32.29,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8021dps,10.195.32.28,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8022dps,10.195.32.27,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-425.19.2.el8_7.x86_64 #1 SMP Fri Mar 17 01:52:38 EDT 2023 x86_64,48000,Givaudan
gvecsl8023dps,10.70.172.147,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-425.19.2.el8_7.x86_64 #1 SMP Fri Mar 17 01:52:38 EDT 2023 x86_64,48000,Givaudan
gvecsl8100dps,10.70.172.190,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8101dps,10.70.172.171,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8102dps,10.195.34.102,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-425.19.2.el8_7.x86_64 #1 SMP Fri Mar 17 01:52:38 EDT 2023 x86_64,48000,Givaudan
gvecsl8168ats,10.194.85.53,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8169ats,10.194.85.54,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8170ats,10.194.85.55,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8201drs,10.70.70.166,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8202dts,10.70.70.167,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8203dts,10.70.70.168,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8204dts,10.70.70.169,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8205dts,10.70.70.171,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8206dts,10.70.70.178,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8207dts,10.70.70.10,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8208dts,10.194.84.8,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8209drs,10.194.84.9,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8210dts,10.194.84.7,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8220dts,10.194.80.20,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8221dts,10.194.80.21,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8222dts,10.194.80.22,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8223drs,10.194.80.61,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8244ats,10.194.85.65,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8300dts,10.70.70.141,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8301dts,10.70.172.146,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8302dts,10.194.84.4,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8303dts,10.194.84.6,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8304dts,10.194.84.5,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8310dts,10.70.172.189,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8400dds,10.195.82.2,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8401dqs,10.195.67.1,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8402dqs,10.195.67.2,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8403dqs,10.70.70.173,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8404dds,10.70.70.175,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8405dds,10.194.227.3,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8406dds,10.194.227.4,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8407dds,10.194.227.5,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8408dds,10.194.227.6,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8409dds,10.195.82.3,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8410dds,10.194.227.7,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8411dds,10.194.227.8,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8412dqs,10.195.67.12,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8413dss,10.195.82.13,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8414dds,10.194.227.13,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8420dds,10.194.224.20,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8421dds,10.194.224.21,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8422dds,10.194.224.22,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8423dqs,10.195.64.29,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8500dds,10.194.227.10,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8510dds,10.70.172.188,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8511dds,10.195.82.4,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8564ipm,10.195.16.10,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8642dps,10.70.172.202,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl8658ipn,10.71.152.173,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8659dps,10.195.34.3,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8660ips,10.195.32.69,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8805its,10.70.172.29,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8806its,10.70.172.49,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-372.57.1.el8_6.x86_64 #1 SMP Thu May 11 07:38:47 EDT 2023 x86_64,48000,Givaudan
